strategy,avg_lik,avg_imp,avg_risk,avg_len
18 N7,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
18 N2,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
18 N3,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
18 N4,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
18 N9,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
18 N10,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
18 N11,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
18 N12,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
19 N7,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
19 N2,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
19 N3,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
19 N4,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
19 N9,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
19 N10,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
19 N11,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
19 N12,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
20 N7,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
21 N7,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
22 N7,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
24 N7,0.2768443551342876,0.7571573403484364,0.1648909255732976,1.2732613745047137
20 N2,0.2552069916446192,0.7640644936782276,0.1505778228637179,1.2319916483006612
21 N2,0.2552069916446192,0.7640644936782276,0.1505778228637179,1.2319916483006612
22 N2,0.2552069916446192,0.7640644936782276,0.1505778228637179,1.2319916483006612
24 N2,0.2552069916446192,0.7640644936782276,0.1505778228637179,1.2319916483006612
20 N3,0.2552069916446192,0.7640644936782276,0.1505778228637179,1.2319916483006612
21 N3,0.2552069916446192,0.7640644936782276,0.1505778228637179,1.2319916483006612
22 N3,0.2552069916446192,0.7640644936782276,0.1505778228637179,1.2319916483006612
24 N3,0.2552069916446192,0.7640644936782276,0.1505778228637179,1.2319916483006612
20 N4,0.2552069916446192,0.7640644936782276,0.1505778228637179,1.2319916483006612
21 N4,0.2552069916446192,0.7640644936782276,0.1505778228637179,1.2319916483006612
22 N4,0.2552069916446192,0.7640644936782276,0.1505778228637179,1.2319916483006612
24 N4,0.2552069916446192,0.7640644936782276,0.1505778228637179,1.2319916483006612
20 N1,0.2449946057677074,0.8092631578947368,0.1604882282038248,1.1871345029239766
21 N1,0.2449946057677074,0.8092631578947368,0.1604882282038248,1.1871345029239766
22 N1,0.2449946057677074,0.8092631578947368,0.1604882282038248,1.1871345029239766
24 N1,0.2449946057677074,0.8092631578947368,0.1604882282038248,1.1871345029239766
20 N5,0.2449946057677074,0.8092631578947368,0.1604882282038248,1.1871345029239766
21 N5,0.2449946057677074,0.8092631578947368,0.1604882282038248,1.1871345029239766
22 N5,0.2449946057677074,0.8092631578947368,0.1604882282038248,1.1871345029239766
24 N5,0.2449946057677074,0.8092631578947368,0.1604882282038248,1.1871345029239766
18 N6,0.2457623590084552,0.8077900084674005,0.1606823179539965,1.1881644557343118
19 N6,0.2457623590084552,0.8077900084674005,0.1606823179539965,1.1881644557343118
20 N6,0.2457623590084552,0.8077900084674005,0.1606823179539965,1.1881644557343118
21 N6,0.2457623590084552,0.8077900084674005,0.1606823179539965,1.1881644557343118
22 N6,0.2457623590084552,0.8077900084674005,0.1606823179539965,1.1881644557343118
24 N6,0.2457623590084552,0.8077900084674005,0.1606823179539965,1.1881644557343118
20 N12,0.2395425388722875,0.8296986848676544,0.1642066817774754,1.166472448809722
21 N12,0.2395425388722875,0.8296986848676544,0.1642066817774754,1.166472448809722
22 N12,0.2395425388722875,0.8296986848676544,0.1642066817774754,1.166472448809722
