"topic","app","response_time","throughput","drop_rate"
"topic3","app2","0.3335789017410925","7.627468725899686E-5","0.0"
"topic3","app4","0.3259473113068891","7.627468725899686E-5","0.0"
"topic2","app1","0.3325497968414626","0.05867333171430458","0.0"
"topic2","app4","0.3334237279485901","0.05867333171430458","0.0"
