strategy,avg_lik,avg_imp,avg_risk,avg_len
20 bms_source,0.8579394340024661,0.8337797864256226,0.7257814689183666,2.5957431457431457
21 bms_source,0.8579394340024661,0.8337797864256226,0.7257814689183666,2.5957431457431457
22 bms_source,0.8579394340024661,0.8337797864256226,0.7257814689183666,2.5957431457431457
24 bms_source,0.8579394340024661,0.8337797864256226,0.7257814689183666,2.5957431457431457
2 app_app12,0.8566512166278721,0.8353179844633165,0.7254474882256694,2.584386214261596
9 app_app12,0.8566512166278721,0.8353179844633165,0.7254474882256694,2.584386214261596
2 app_app11,0.8566512166278721,0.8353179844633165,0.7254474882256694,2.584386214261596
9 app_app11,0.8566512166278721,0.8353179844633165,0.7254474882256694,2.584386214261596
2 app_app38,0.8568286266644811,0.834729332866819,0.7251514520479547,2.5822710057401124
9 app_app38,0.8568286266644811,0.834729332866819,0.7251514520479547,2.5822710057401124
2 app_app36,0.8568286266644811,0.834729332866819,0.7251514520479547,2.5822710057401124
9 app_app36,0.8568286266644811,0.834729332866819,0.7251514520479547,2.5822710057401124
14 <videosurveillance_source;155046.185>,0.8568286266644811,0.8362654217716347,0.7264454768717012,2.5822710057401124
2 app_app22,0.8586024080932508,0.8349726712146636,0.7270024879104254,2.586648174998424
9 app_app22,0.8586024080932508,0.8349726712146636,0.7270024879104254,2.586648174998424
2 app_app21,0.8586024080932508,0.8349726712146636,0.7270024879104254,2.586648174998424
9 app_app21,0.8586024080932508,0.8349726712146636,0.7270024879104254,2.586648174998424
2 app_app23,0.8586024080932508,0.8349726712146636,0.7270024879104254,2.586648174998424
9 app_app23,0.8586024080932508,0.8349726712146636,0.7270024879104254,2.586648174998424
14 <intrusiondetection_source; 23791523.1>,0.8559608909706161,0.8347034599623394,0.7241899938992621,2.580862801127118
2 app_app2,0.8566019756825085,0.8364118730964677,0.7264609766759266,2.585661599918219
9 app_app2,0.8566019756825085,0.8364118730964677,0.7264609766759266,2.585661599918219
2 app_app1,0.8566019756825085,0.8364118730964677,0.7264609766759266,2.585661599918219
9 app_app1,0.8566019756825085,0.8364118730964677,0.7264609766759266,2.585661599918219
14 <smartthings_source; 102632.205>,0.8568394902675162,0.8366617477116229,0.7266180312798017,2.5826136146344574
