strategy,avg_lik,avg_imp,avg_risk,avg_len
18 app_app12 app_app11,0.8434005462703705,0.8372043861454315,0.7151535698856776,2.563140328639044
19 app_app12 app_app11,0.8434005462703705,0.8372043861454315,0.7151535698856776,2.563140328639044
20 printing_source,0.8434005462703705,0.8372043861454315,0.7151535698856776,2.563140328639044
21 printing_source,0.8434005462703705,0.8372043861454315,0.7151535698856776,2.563140328639044
22 printing_source,0.8434005462703705,0.8372043861454315,0.7151535698856776,2.563140328639044
24 printing_source,0.8434005462703705,0.8372043861454315,0.7151535698856776,2.563140328639044
18 app_app2 app_app1,0.8516194959741615,0.8411076961016167,0.7250723819828032,2.5518533902998657
19 app_app2 app_app1,0.8516194959741615,0.8411076961016167,0.7250723819828032,2.5518533902998657
20 energymanagement_source,0.8516194959741615,0.8411076961016167,0.7250723819828032,2.5518533902998657
21 energymanagement_source,0.8516194959741615,0.8411076961016167,0.7250723819828032,2.5518533902998657
22 energymanagement_source,0.8516194959741615,0.8411076961016167,0.7250723819828032,2.5518533902998657
24 energymanagement_source,0.8516194959741615,0.8411076961016167,0.7250723819828032,2.5518533902998657
20 occupancymanagement_source,0.8575695570815632,0.8319423240998683,0.7244239659047811,2.6242523768366466
21 occupancymanagement_source,0.8575695570815632,0.8319423240998683,0.7244239659047811,2.6242523768366466
22 occupancymanagement_source,0.8575695570815632,0.8319423240998683,0.7244239659047811,2.6242523768366466
24 occupancymanagement_source,0.8575695570815632,0.8319423240998683,0.7244239659047811,2.6242523768366466
18 app_app38 app_app36,0.6182092938980993,0.7611367787640407,0.4639740512123795,1.912810507803913
19 app_app38 app_app36,0.6182092938980993,0.7611367787640407,0.4639740512123795,1.912810507803913
20 videosurveillance_source,0.6182092938980993,0.7611367787640407,0.4639740512123795,1.912810507803913
21 videosurveillance_source,0.6182092938980993,0.7611367787640407,0.4639740512123795,1.912810507803913
22 videosurveillance_source,0.6182092938980993,0.7611367787640407,0.4639740512123795,1.912810507803913
24 videosurveillance_source,0.6182092938980993,0.7611367787640407,0.4639740512123795,1.912810507803913
18 app_app22 app_app21 app_app23,0.9098872401790458,0.8503290999730826,0.7817629517371725,2.713688122255122
19 app_app22 app_app21 app_app23,0.9098872401790458,0.8503290999730826,0.7817629517371725,2.713688122255122
20 firedetection_source,0.9098872401790458,0.8503290999730826,0.7817629517371725,2.713688122255122
21 firedetection_source,0.9098872401790458,0.8503290999730826,0.7817629517371725,2.713688122255122
22 firedetection_source,0.9098872401790458,0.8503290999730826,0.7817629517371725,2.713688122255122
24 firedetection_source,0.9098872401790458,0.8503290999730826,0.7817629517371725,2.713688122255122
20 intrusiondetection_source,0.64512753175732,0.8024556713091214,0.5152678845152668,1.9343002426903964
21 intrusiondetection_source,0.64512753175732,0.8024556713091214,0.5152678845152668,1.9343002426903964
22 intrusiondetection_source,0.64512753175732,0.8024556713091214,0.5152678845152668,1.9343002426903964
24 intrusiondetection_source,0.64512753175732,0.8024556713091214,0.5152678845152668,1.9343002426903964
20 amazonecho_source,0.8620092110924867,0.8329357961135114,0.7289527874960223,2.6099030673649284
21 amazonecho_source,0.8620092110924867,0.8329357961135114,0.7289527874960223,2.6099030673649284
22 amazonecho_source,0.8620092110924867,0.8329357961135114,0.7289527874960223,2.6099030673649284
24 amazonecho_source,0.8620092110924867,0.8329357961135114,0.7289527874960223,2.6099030673649284
20 smartthings_source,0.8257606363778023,0.8738649786342296,0.7260603352631574,2.4023166385293564
21 smartthings_source,0.8257606363778023,0.8738649786342296,0.7260603352631574,2.4023166385293564
22 smartthings_source,0.8257606363778023,0.8738649786342296,0.7260603352631574,2.4023166385293564
24 smartthings_source,0.8257606363778023,0.8738649786342296,0.7260603352631574,2.4023166385293564
