mitigationId,avg_lik,avg_imp,avg_risk,avg_len,num_paths,avg_latency
18,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090,0.4947170034137783
19,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090,0.487089191322269
20,0.2987991039165565,0.6131386861313869,0.1266194960757691,1.3837879369957742,2602,0.486501307297228
21,0.2987991039165565,0.6131386861313869,0.1266194960757691,1.3837879369957742,2602,0.502901493793632
22,0.2987991039165565,0.6131386861313869,0.1266194960757691,1.3837879369957742,2602,0.512290785890386
24,0.2987991039165565,0.6131386861313869,0.1266194960757691,1.3837879369957742,2602,0.518109318917430
2,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105,0.4969069344027725
9,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105,0.49776291057398
