strategy,avg_lik,avg_imp,avg_risk,avg_len,num_paths
18 9a1c0c332d096dda37d9c78df9082cd782e2c043,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
18 cc406827f27a6e34d2407e7795c952a3ef205827,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
18 54d47d36c3b4ee51b0dbf2c15f42f148098292fa,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
18 eaf7803fe8421370005d6873a34100b474380d38,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
18 63841b50abde7be7f36b38e66695e322dcbc90c9,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
18 12b5d1af19957351a3a7da2294735440bfc34828,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
18 718d0e361c36b3da6577d2b718a7d2cce626c57b,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
19 409fad40b1d62eb940fdde6354a74f3e8d454d09,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
19 9a1c0c332d096dda37d9c78df9082cd782e2c043,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
19 cc406827f27a6e34d2407e7795c952a3ef205827,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
19 54d47d36c3b4ee51b0dbf2c15f42f148098292fa,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
19 eaf7803fe8421370005d6873a34100b474380d38,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
19 63841b50abde7be7f36b38e66695e322dcbc90c9,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
19 12b5d1af19957351a3a7da2294735440bfc34828,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
19 718d0e361c36b3da6577d2b718a7d2cce626c57b,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
20 409fad40b1d62eb940fdde6354a74f3e8d454d09 ,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
21 409fad40b1d62eb940fdde6354a74f3e8d454d09 ,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
22 409fad40b1d62eb940fdde6354a74f3e8d454d09 ,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
24 409fad40b1d62eb940fdde6354a74f3e8d454d09 ,0.4469874764016993,0.1946079624244759,0.0740515802899446,1.915673693858845,1090
20 9a1c0c332d096dda37d9c78df9082cd782e2c043 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
21 9a1c0c332d096dda37d9c78df9082cd782e2c043 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
22 9a1c0c332d096dda37d9c78df9082cd782e2c043 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
24 9a1c0c332d096dda37d9c78df9082cd782e2c043 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
20 cc406827f27a6e34d2407e7795c952a3ef205827 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
21 cc406827f27a6e34d2407e7795c952a3ef205827 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
22 cc406827f27a6e34d2407e7795c952a3ef205827 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
24 cc406827f27a6e34d2407e7795c952a3ef205827 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
20 54d47d36c3b4ee51b0dbf2c15f42f148098292fa ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
21 54d47d36c3b4ee51b0dbf2c15f42f148098292fa ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
22 54d47d36c3b4ee51b0dbf2c15f42f148098292fa ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
24 54d47d36c3b4ee51b0dbf2c15f42f148098292fa ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
20 ac1faedbfec77623b9a384b2f01ee6ffd3320f85 ,0.2548503799197472,0.9245283018867924,0.2379176271379378,0.9905660377358492,105
21 ac1faedbfec77623b9a384b2f01ee6ffd3320f85 ,0.2548503799197472,0.9245283018867924,0.2379176271379378,0.9905660377358492,105
22 ac1faedbfec77623b9a384b2f01ee6ffd3320f85 ,0.2548503799197472,0.9245283018867924,0.2379176271379378,0.9905660377358492,105
24 ac1faedbfec77623b9a384b2f01ee6ffd3320f85 ,0.2548503799197472,0.9245283018867924,0.2379176271379378,0.9905660377358492,105
20 3e78d89b752d59d26696f0cff1c8474be63d2414 ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
21 3e78d89b752d59d26696f0cff1c8474be63d2414 ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
22 3e78d89b752d59d26696f0cff1c8474be63d2414 ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
24 3e78d89b752d59d26696f0cff1c8474be63d2414 ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
20 acca830ab5b2bf04e78ad11ed71a03e7ce3dbbbd ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
21 acca830ab5b2bf04e78ad11ed71a03e7ce3dbbbd ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
22 acca830ab5b2bf04e78ad11ed71a03e7ce3dbbbd ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
24 acca830ab5b2bf04e78ad11ed71a03e7ce3dbbbd ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
18 5dbf2ca6d553a063e96da3695d4611563d62737d,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
19 5dbf2ca6d553a063e96da3695d4611563d62737d,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
20 5dbf2ca6d553a063e96da3695d4611563d62737d ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
21 5dbf2ca6d553a063e96da3695d4611563d62737d ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
22 5dbf2ca6d553a063e96da3695d4611563d62737d ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
24 5dbf2ca6d553a063e96da3695d4611563d62737d ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
20 718d0e361c36b3da6577d2b718a7d2cce626c57b ,0.2987991039165565,0.6131386861313869,0.1266194960757691,1.3837879369957742,2602
21 718d0e361c36b3da6577d2b718a7d2cce626c57b ,0.2987991039165565,0.6131386861313869,0.1266194960757691,1.3837879369957742,2602
22 718d0e361c36b3da6577d2b718a7d2cce626c57b ,0.2987991039165565,0.6131386861313869,0.1266194960757691,1.3837879369957742,2602
24 718d0e361c36b3da6577d2b718a7d2cce626c57b ,0.2987991039165565,0.6131386861313869,0.1266194960757691,1.3837879369957742,2602
20 30d2ba7d25a7a0f5b9e3b3bf1c76926b31193c1a ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
21 30d2ba7d25a7a0f5b9e3b3bf1c76926b31193c1a ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
22 30d2ba7d25a7a0f5b9e3b3bf1c76926b31193c1a ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
24 30d2ba7d25a7a0f5b9e3b3bf1c76926b31193c1a ,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
20 eaf7803fe8421370005d6873a34100b474380d38 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
21 eaf7803fe8421370005d6873a34100b474380d38 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
22 eaf7803fe8421370005d6873a34100b474380d38 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
24 eaf7803fe8421370005d6873a34100b474380d38 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
20 63841b50abde7be7f36b38e66695e322dcbc90c9 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
21 63841b50abde7be7f36b38e66695e322dcbc90c9 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
22 63841b50abde7be7f36b38e66695e322dcbc90c9 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
24 63841b50abde7be7f36b38e66695e322dcbc90c9 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
20 12b5d1af19957351a3a7da2294735440bfc34828 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
21 12b5d1af19957351a3a7da2294735440bfc34828 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
22 12b5d1af19957351a3a7da2294735440bfc34828 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
24 12b5d1af19957351a3a7da2294735440bfc34828 ,0.4306141476138038,0.076993583868011,0.0198134883933126,1.915673693858845,1090
2 409fad40b1d62eb940fdde6354a74f3e8d454d09,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
9 409fad40b1d62eb940fdde6354a74f3e8d454d09,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
2 9a1c0c332d096dda37d9c78df9082cd782e2c043,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
2 cc406827f27a6e34d2407e7795c952a3ef205827,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
2 54d47d36c3b4ee51b0dbf2c15f42f148098292fa,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
2 eaf7803fe8421370005d6873a34100b474380d38,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
2 63841b50abde7be7f36b38e66695e322dcbc90c9,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
2 12b5d1af19957351a3a7da2294735440bfc34828,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
9 9a1c0c332d096dda37d9c78df9082cd782e2c043,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
9 cc406827f27a6e34d2407e7795c952a3ef205827,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
9 54d47d36c3b4ee51b0dbf2c15f42f148098292fa,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
9 eaf7803fe8421370005d6873a34100b474380d38,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
9 63841b50abde7be7f36b38e66695e322dcbc90c9,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
9 12b5d1af19957351a3a7da2294735440bfc34828,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
2 718d0e361c36b3da6577d2b718a7d2cce626c57b,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
9 718d0e361c36b3da6577d2b718a7d2cce626c57b,0.4281365883869299,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
2 5dbf2ca6d553a063e96da3695d4611563d62737d,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
9 5dbf2ca6d553a063e96da3695d4611563d62737d,0.428263289279012,0.0886075949367088,0.0228022318956793,1.903254972875226,1105
